Any,Categoria,Peli,Nominat,Guanyador,CategoriaNet,NominatNom,Sexe
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Bruc: El desafío,Reyes Abades,FALSE,Millors Efectes Visuals,Reyes,Dona
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Bruc: El desafío,Reyes Abades,FALSE,Millors Efectes Visuals,Reyes,Home
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Bruc: El desafío,Reyes Abades,FALSE,Millors Efectes Visuals,Reyes,Dona
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Bruc: El desafío,Félix Bergés,FALSE,Millors Efectes Visuals,Felix,Home
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Copito de Nieve,David Martí,FALSE,Millors Efectes Visuals,David,Home
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Copito de Nieve,Montse Ribé,FALSE,Millors Efectes Visuals,Montse,Dona
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Copito de Nieve,Oriol Tarrida Homedes,FALSE,Millors Efectes Visuals,Oriol,Home
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Copito de Nieve,Bruno López,FALSE,Millors Efectes Visuals,Bruno,Home
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Copito de Nieve,David Martínez,FALSE,Millors Efectes Visuals,David,Home
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Copito de Nieve,Iván Valero,FALSE,Millors Efectes Visuals,Ivan,Home
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Mientras duermes,David Martí,FALSE,Millors Efectes Visuals,David,Home
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Mientras duermes,Montse Ribé,FALSE,Millors Efectes Visuals,Montse,Dona
2012,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Mientras duermes,Cesc Biénzobas,FALSE,Millors Efectes Visuals,Cesc,Home
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),14 d'abril. Macià contra Companys,Manuel Huerga,TRUE,Millor Pel·lícula per a Televisió,Manuel,Home
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),14 d'abril. Macià contra Companys,Toni Soler,TRUE,Millor Pel·lícula per a Televisió,Toni,Home
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),"Barcelona, ciutat neutral",Sònia Sánchez,FALSE,Millor Pel·lícula per a Televisió,Sonia,Dona
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),"Barcelona, ciutat neutral",Mateu Adrover,FALSE,Millor Pel·lícula per a Televisió,Mateu,Home
2012,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Los pasos dobles,Isa Campo,FALSE,Millor Pel·lícula en llengua no catalana,Isa,Dona
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),Clara Campoamor. La mujer olvidada,Laura Mañá,FALSE,Millor Pel·lícula per a Televisió,Laura,Dona
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),Clara Campoamor. La mujer olvidada,Yolanda García Serrano,FALSE,Millor Pel·lícula per a Televisió,Yolanda,Dona
2016,Best Documentary (Millor Pel·lícula Documental),Game Over,Isa Campo,FALSE,Millor Pel·lícula Documental,Isa,Dona
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),Ermessenda,Lluís Maria Güell,FALSE,Millor Pel·lícula per a Televisió,Lluis,Home
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),Ermessenda,Núria Furió,FALSE,Millor Pel·lícula per a Televisió,Nuria,Dona
2012,Best TV-Movie (Millor Pel·lícula per a Televisió),Ermessenda,Mercè Sàrrias,FALSE,Millor Pel·lícula per a Televisió,Merce,Dona
2013,Best Animated Feature (Millor Pel·lícula d'Animació),Las aventuras de Tadeo Jones,Enrique Gato,TRUE,Millor Pel·lícula d'Animació,Enrique,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),Las aventuras de Tadeo Jones,Gorka Magallón,TRUE,Millor Pel·lícula d'Animació,Gorka,Home
2017,Best Film (Millor Pel·lícula),La próxima piel,Isa Campo,TRUE,Millor Pel·lícula,Isa,Dona
2013,Best Animated Feature (Millor Pel·lícula d'Animació),Las aventuras de Tadeo Jones,Javier López Barreira,TRUE,Millor Pel·lícula d'Animació,Javier,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),Las aventuras de Tadeo Jones,Jordi Gasull,TRUE,Millor Pel·lícula d'Animació,Jordi,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),Las aventuras de Tadeo Jones,Ignacio del Moral,TRUE,Millor Pel·lícula d'Animació,Ignacio,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),Los cachorros y el código de Marco Polo,Sergio Manfio,FALSE,Millor Pel·lícula d'Animació,Sergio,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),Los cachorros y el código de Marco Polo,Antonio Garrido,FALSE,Millor Pel·lícula d'Animació,Antonio,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),Los cachorros y el código de Marco Polo,Francesco Manfio,FALSE,Millor Pel·lícula d'Animació,Francesco,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),"Papá, soy una zombi",Joan Espinach,FALSE,Millor Pel·lícula d'Animació,Joan,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),"Papá, soy una zombi",Ricardo Ramón,FALSE,Millor Pel·lícula d'Animació,Ricardo,Home
2013,Best Animated Feature (Millor Pel·lícula d'Animació),"Papá, soy una zombi",Daniel Torres,FALSE,Millor Pel·lícula d'Animació,Daniel,Home
2013,Best Art Direction (Millor Direcció Artística),Blancanieves,Alain Bainée,TRUE,Millor Direcció Artística,Alain,Home
2013,Best Art Direction (Millor Direcció Artística),El bosque,Irene Montcada,FALSE,Millor Direcció Artística,Irene,Dona
2017,Best Screenplay (Millor Guió),La próxima piel,Isa Campo,TRUE,Millor Guió,Isa,Dona
2013,Best Art Direction (Millor Direcció Artística),[Rec]³: Génesis,Gemma Fauria,FALSE,Millor Direcció Artística,Gemma,Dona
2013,Best Cinematography (Millor Fotografia),Lo imposible,Oscar Faura,TRUE,Millor Fotografia,Oscar,Home
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Entre dos aguas,Isa Campo,TRUE,Millor Pel·lícula en llengua no catalana,Isa,Dona
2013,Best Cinematography (Millor Fotografia),Los Pelayos,David Omedes,FALSE,Millor Fotografia,David,Home
2013,Best Cinematography (Millor Fotografia),Los niños salvajes,Sergi Gallardo,FALSE,Millor Fotografia,Sergi,Home
2019,Best Screenplay (Millor Guió),Entre dos aguas,Isa Campo,FALSE,Millor Guió,Isa,Dona
2013,Best Costume Design (Millor Vestuari),Año de Gracia,Elena Ballester i Suñé,FALSE,Millor Vestuari,Elena,Dona
2013,Best Costume Design (Millor Vestuari),El bosque,María Gil,FALSE,Millor Vestuari,Maria,Dona
2013,Best Costume Design (Millor Vestuari),El bosque,Sonia Segura,FALSE,Millor Vestuari,Sonia,Dona
2013,Best Costume Design (Millor Vestuari),Una pistola en cada mano,Anna Güell,FALSE,Millor Vestuari,Anna,Dona
2013,Best Documentary (Millor Pel·lícula Documental),"Jordi Dauder, la revolució pendent",Antoni Verdaguer,TRUE,Millor Pel·lícula Documental,Antoni,Home
2013,Best Documentary (Millor Pel·lícula Documental),El foso,Ricardo Íscar,FALSE,Millor Pel·lícula Documental,Ricardo,Home
2013,Best Documentary (Millor Pel·lícula Documental),El foso,Sophie Köhler,FALSE,Millor Pel·lícula Documental,Sophie,Dona
2013,Best Documentary (Millor Pel·lícula Documental),Hollywood Talkies,Óscar Pérez,FALSE,Millor Pel·lícula Documental,Oscar,Home
2013,Best Documentary (Millor Pel·lícula Documental),Hollywood Talkies,Mia de Ribot,FALSE,Millor Pel·lícula Documental,Mia,Dona
2013,Best Documentary (Millor Pel·lícula Documental),Volar,Carla Subirana,FALSE,Millor Pel·lícula Documental,Carla,Dona
2010,Best Documentary (Millor Pel·lícula Documental),Garbo: El espía,Isaki Lacuesta,TRUE,Millor Pel·lícula Documental,Isaki,Home
2013,Best European Film (Millor Pel·lícula Europea),Lo imposible,Sergio G. Sánchez,TRUE,Millor Pel·lícula Europea,Sergio,Home
2010,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Los condenados,Isaki Lacuesta,TRUE,Millor Pel·lícula en llengua no catalana,Isaki,Home
2010,Best Screenplay (Millor Guió),Garbo: El espía,Isaki Lacuesta,TRUE,Millor Guió,Isaki,Home
2012,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Los pasos dobles,Isaki Lacuesta,FALSE,Millor Pel·lícula en llengua no catalana,Isaki,Home
2013,Best European Film (Millor Pel·lícula Europea),Intocable,Éric Toledano,FALSE,Millor Pel·lícula Europea,Eric,Home
2013,Best Female Lead (Millor Protagonista Femenina),El bosque,Maria Molins,TRUE,Millor Protagonista Femenina,Maria,Dona
2013,Best Female Lead (Millor Protagonista Femenina),Blancanieves,Ángela Molina,FALSE,Millor Protagonista Femenina,Angela,Dona
2013,Best Female Lead (Millor Protagonista Femenina),Blancanieves,Maribel Verdú,FALSE,Millor Protagonista Femenina,Maribel,Dona
2013,Best Female Lead (Millor Protagonista Femenina),Los niños salvajes,Marina Comas,FALSE,Millor Protagonista Femenina,Marina,Dona
2013,Best Film Editing (Millor Muntatge),Lo imposible,Elena Ruiz,TRUE,Millor Muntatge,Elena,Dona
2013,Best Film Editing (Millor Muntatge),Lo imposible,Bernat Vilaplana,TRUE,Millor Muntatge,Bernat,Home
2013,Best Film Editing (Millor Muntatge),Blancanieves,Fernando Franco,FALSE,Millor Muntatge,Fernando,Home
2013,Best Film Editing (Millor Muntatge),El bosque,Bernat Vilaplana,FALSE,Millor Muntatge,Bernat,Home
2013,Best Film Editing (Millor Muntatge),[Rec]³: Génesis,David Gallart,FALSE,Millor Muntatge,David,Home
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Blancanieves,Pablo Berger,TRUE,Millor Pel·lícula,Pablo,Home
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),El bosque,Óscar Aibar,FALSE,Millor Pel·lícula,Oscar,Home
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),El bosque,Albert Sánchez Piñol,FALSE,Millor Pel·lícula,Albert,Home
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Fènix 11·23,Joel Joan,FALSE,Millor Pel·lícula,Joel,Home
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Fènix 11·23,Sergi Lara,FALSE,Millor Pel·lícula,Sergi,Home
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Fènix 11·23,Albert Plans,FALSE,Millor Pel·lícula,Albert,Home
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Fènix 11·23,Hèctor Hernández Vicens,FALSE,Millor Pel·lícula,Hector,Home
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Los niños salvajes,Patricia Ferreira,FALSE,Millor Pel·lícula,Patricia,Dona
2013,Best Film in Catalan Language (Millor Pel·lícula en Llengua Catalana),Los niños salvajes,Virginia Yagüe,FALSE,Millor Pel·lícula,Virginia,Dona
2013,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),Lo imposible,David Martí,TRUE,Millor Maquillatge i Perruqueria,David,Home
2013,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),Lo imposible,Montse Ribé,TRUE,Millor Maquillatge i Perruqueria,Montse,Dona
2013,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),Blancanieves,Fermín Galán,FALSE,Millor Maquillatge i Perruqueria,Fermin,Home
2017,Best Film (Millor Pel·lícula),La próxima piel,Isaki Lacuesta,TRUE,Millor Pel·lícula,Isaki,Home
2017,Best Screenplay (Millor Guió),La próxima piel,Isaki Lacuesta,TRUE,Millor Guió,Isaki,Home
2013,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),El bosque,Alma Casal,FALSE,Millor Maquillatge i Perruqueria,Alma,Dona
2013,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),[Rec]³: Génesis,David Ambit,FALSE,Millor Maquillatge i Perruqueria,David,Home
2013,Best Make-Up and Hairstyles (Millor Maquillatge i Perruqueria),[Rec]³: Génesis,Patricia Reyes,FALSE,Millor Maquillatge i Perruqueria,Patricia,Dona
2013,Best Male Lead (Millor Protagonista Masculí),Los niños salvajes,Àlex Monner,TRUE,Millor Protagonista Masculí,Alex,Home
2013,Best Male Lead (Millor Protagonista Masculí),El bosque,Alex Brendemühl,FALSE,Millor Protagonista Masculí,Alex,Home
2013,Best Male Lead (Millor Protagonista Masculí),Fènix 11·23,Àlex Casanovas,FALSE,Millor Protagonista Masculí,Alex,Home
2013,Best Male Lead (Millor Protagonista Masculí),Fènix 11·23,Nil Cardoner,FALSE,Millor Protagonista Masculí,Nil,Home
2013,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Una pistola en cada mano,Cesc Gay,TRUE,Millor Pel·lícula en llengua no catalana,Cesc,Home
2013,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Una pistola en cada mano,Tomàs Aragay,TRUE,Millor Pel·lícula en llengua no catalana,Tomas,Home
2013,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Los Pelayos,Eduard Cortés,FALSE,Millor Pel·lícula en llengua no catalana,Eduard,Home
2019,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Entre dos aguas,Isaki Lacuesta,TRUE,Millor Pel·lícula en llengua no catalana,Isaki,Home
2013,Best Non-Catalan Language Film (Millor Pel·lícula en Llengua no Catalana),Luces rojas,Rodrigo Cortés,FALSE,Millor Pel·lícula en llengua no catalana,Rodrigo,Home
2019,Best Screenplay (Millor Guió),Entre dos aguas,Isaki Lacuesta,FALSE,Millor Guió,Isaki,Home
2017,Best Director (Millor Director),La próxima piel,Isaki Lacuesta,FALSE,Millor Direcció,Isaki,Home
2013,Best Original Score (Millor Música Original),Blancanieves,Alfonso de Vilallonga,TRUE,Millor Música Original,Alfonso,Home
2013,Best Original Score (Millor Música Original),"Jordi Dauder, la revolució pendent",Lluís Llach,FALSE,Millor Música Original,Lluis,Home
2013,Best Original Score (Millor Música Original),Las aventuras de Tadeo Jones,Zacarías M. de la Riva,FALSE,Millor Música Original,Zacarias,Home
2013,Best Original Score (Millor Música Original),Orson West,Marc Vaíllo,FALSE,Millor Música Original,Marc,Home
2013,Best Production Manager (Millor Direcció de Producció),Los Pelayos,Eduard Vallès,TRUE,Millor Direcció de Producció,Eduard,Home
2013,Best Production Manager (Millor Direcció de Producció),El bosque,Ander Sistiaga,FALSE,Millor Direcció de Producció,Ander,Home
2013,Best Production Manager (Millor Direcció de Producció),Fènix 11·23,Anna Vilella,FALSE,Millor Direcció de Producció,Anna,Dona
2013,Best Production Manager (Millor Direcció de Producció),Tengo ganas de ti,Josep Amorós,FALSE,Millor Direcció de Producció,Josep,Home
2013,Best Screenplay (Millor Guió),Una pistola en cada mano,Tomàs Aragay,TRUE,Millor Guió,Tomas,Home
2013,Best Screenplay (Millor Guió),Una pistola en cada mano,Cesc Gay,TRUE,Millor Guió,Cesc,Home
2013,Best Screenplay (Millor Guió),Blancanieves,Pablo Berger,FALSE,Millor Guió,Pablo,Home
2013,Best Screenplay (Millor Guió),El bosque,Albert Sánchez Piñol,FALSE,Millor Guió,Albert,Home
2013,Best Screenplay (Millor Guió),Los niños salvajes,Patricia Ferreira,FALSE,Millor Guió,Patricia,Dona
2013,Best Screenplay (Millor Guió),Los niños salvajes,Virginia Yagüe,FALSE,Millor Guió,Virginia,Dona
2013,Best Short Film (Millor Curtmetratge),Luisa no está en casa,Celia Rico Clavellino,TRUE,Millor Curtmetratge,Celia,Dona
2013,Best Short Film (Millor Curtmetratge),Cartas desde la locura,Xavi Puebla,FALSE,Millor Curtmetratge,Xavi,Home
2013,Best Short Film (Millor Curtmetratge),Coup de Grâce,Clara van Gool,FALSE,Millor Curtmetratge,Clara,Dona
2013,Best Short Film (Millor Curtmetratge),Coup de Grâce,Jordi Cortés,FALSE,Millor Curtmetratge,Jordi,Home
2013,Best Short Film (Millor Curtmetratge),Coup de Grâce,Damián Muñoz,FALSE,Millor Curtmetratge,Damian,Home
2013,Best Short Film (Millor Curtmetratge),Elefante,Pablo Larcuen,FALSE,Millor Curtmetratge,Pablo,Home
2013,Best Sound (Millor So),Lo imposible,Oriol Tarragó,TRUE,Millor So,Oriol,Home
2013,Best Sound (Millor So),Lo imposible,Marc Orts,TRUE,Millor So,Marc,Home
2013,Best Sound (Millor So),Las aventuras de Tadeo Jones,Carlos Faruolo,FALSE,Millor So,Carlos,Home
2019,Best Director (Millor Director),Entre dos aguas,Isaki Lacuesta,TRUE,Millor Direcció,Isaki,Home
2013,Best Sound (Millor So),Las aventuras de Tadeo Jones,Jaime Fernández,FALSE,Millor So,Jaime,Home
2013,Best Sound (Millor So),Luces rojas,Albert Manera,FALSE,Millor So,Albert,Home
2013,Best Sound (Millor So),Luces rojas,James Muñoz,FALSE,Millor So,James,Home
2013,Best Sound (Millor So),Luces rojas,José A. Manovel,FALSE,Millor So,Jose,Home
2013,Best Sound (Millor So),[Rec]³: Génesis,Xavier Mas,FALSE,Millor So,Xavier,Home
2013,Best Sound (Millor So),[Rec]³: Génesis,Gabriel Gutiérrez,FALSE,Millor So,Gabriel,Home
2013,Best Sound (Millor So),[Rec]³: Génesis,Marc Orts,FALSE,Millor So,Marc,Home
2013,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Las aventuras de Tadeo Jones,Josep Maria Aragonés,TRUE,Millors Efectes Visuals,Josep,Home
2013,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Blancanieves,Reyes Abades,FALSE,Millors Efectes Visuals,Reyes,Home
2013,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Blancanieves,Reyes Abades,FALSE,Millors Efectes Visuals,Reyes,Dona
2013,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Blancanieves,Reyes Abades,FALSE,Millors Efectes Visuals,Reyes,Home
2013,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Blancanieves,Reyes Abades,FALSE,Millors Efectes Visuals,Reyes,Dona
2013,Best Special/Visual Effects (Millors Efectes Especials/Digitals),Blancanieves,Ferran Piquer,FALSE,Millors Efectes Visuals,Ferran,Home
